Original,Furigana,Indonesia,JLPT Level
蔵相,ぞうしょう,Menteri Keuangan,N1
装飾,そうしょく,ornamen,N1
増進,ぞうしん,"mempromosikan, meningkatkan, memajukan",N1
相対,そうたい,relatif,N1
壮大,そうだい,"megah, agung, megah",N1
騒動,そうどう,"perselisihan, kerusuhan, pemberontakan",N1
遭難,そうなん,"bencana, kapal karam, kecelakaan",N1
相場,そうば,"harga pasar, spekulasi, perkiraan",N1
装備,そうび,peralatan,N1
創立,そうりつ,"pendirian, pendirian",N1
添える,そえる,"menambahkan, melampirkan, menemani",N1
ソース,ソース,sumber,N1
即座に,そくざに,"segera, langsung",N1
促進,そくしん,"promosi, percepatan, dorongan",N1
即する,そくする,"sesuai dengan, setuju dengan, diadaptasi dengan,",N1
束縛,そくばく,"pengekangan, pembatasan, kurungan",N1
側面,そくめん,"sisi, lampu samping, lateral",N1
損う,そこなう,"merusak, menyakiti",N1
そこら,そこら,"di mana-mana, di suatu tempat",N1
素材,そざい,"bahan baku, materi pelajaran",N1
阻止,そし,"halangan, pemeriksaan, rintangan",N1
訴訟,そしょう,"litigasi, gugatan",N1
育ち,そだち,"pembiakan, pertumbuhan",N1
措置,そち,"ukuran, langkah",N1
ソックス,ソックス,kaus kaki,N1
素っ気無い,そっけない,"dingin, singkat, singkat, blak-blakan",N1
外方,そっぽ,melihat (atau berbalik) ke arah lain,N1
備え付ける,そなえつける,"menyediakan, melengkapi, memasang",N1
備わる,そなわる,dilengkapi dengan,N1
具わる,そなわる,dilengkapi dengan,N1
聳える,そびえる,"bangkit, menjulang, melambung",N1
素朴,そぼく,"kesederhanaan, keluguan, kenaifan",N1
背く,そむく,"bertentangan dengan, menentang",N1
染まる,そまる,diwarnai,N1
染める,そめる,"mewarnai, mewarnai",N1
そらす,そらす,"membengkokkan, melengkungkan",N1
そり (～にのる),そり (～にのる),"kereta luncur, kereta luncur",N1
反る,そる,"melengkung, melengkung, melengkung",N1
それゆえ,それゆえ,"oleh karena itu, karena alasan itu, jadi",N1
ソロ,ソロ,solo,N1
揃い,そろい,"set, setelan, seragam",N1
ぞんざい,ぞんざい,"kasar, ceroboh, jorok",N1
損失,そんしつ,kerugian,N1
存続,そんぞく,"durasi, kelanjutan",N1
ダース,ダース,lusin,N1
対応,たいおう,berurusan dengan,N1
大家,たいか,"keluarga kaya, keluarga terhormat",N1
退化,たいか,"degenerasi, kemunduran",N1
大概,たいがい,"secara umum, terutama",N1
体格,たいかく,"fisik, konstitusi",N1
大金,たいきん,uang dalam jumlah besar,N1
待遇,たいぐう,"perlakuan, penerimaan",N1
対決,たいけつ,"konfrontasi, pertarungan",N1
体験,たいけん,pengalaman pribadi,N1
対抗,たいこう,"oposisi, antagonisme",N1
退治,たいじ,pembasmian,N1
大衆,たいしゅう,masyarakat umum,N1
対処,たいしょ,"menangani, mengatasi",N1
退職,たいしょく,pensiun (dari jabatan),N1
題する,だいする,memberi judul,N1
態勢,たいせい,"sikap, kondisi, kecenderungan",N1
対談,たいだん,"pembicaraan, dialog",N1
大胆,だいたん,"berani, berani, nekat",N1
対等,たいとう,setara,N1
台無し,だいなし,"berantakan, manja, (menjadi) sia-sia",N1
滞納,たいのう,"tidak membayar, wanprestasi",N1
対比,たいひ,"kontras, perbandingan",N1
タイピスト,タイピスト,juru ketik,N1
大部,たいぶ,"sebagian besar (misalnya, sebagian besar, lebih besar, cukup, banyak sekali, banyak)",N1
大便,だいべん,tinja,N1
代弁,だいべん,berbicara untuk orang lain,N1
待望,たいぼう,"lama ditunggu, menunggu",N1
台本,だいほん,"libretto, skenario",N1
タイマー,タイマー,pengatur waktu,N1
怠慢,たいまん,"kelalaian, kecerobohan",N1
タイミング,タイミング,waktu,N1
タイム,タイム,waktu,N1
タイムリー,タイムリー,"tepat waktu, lari-batted-in (bisbol), RBI",N1
対面,たいめん,"wawancara, pertemuan",N1
代用,だいよう,substitusi,N1
体力,たいりょく,kekuatan fisik,N1
タイル,タイル,ubin,N1
対話,たいわ,"percakapan, dialog",N1
耐える,たえる,"menahan, bertahan",N1
堪える,たえる,"menahan, bertahan",N1
絶える,たえる,"punah, menjadi punah",N1
断える,たえる,"berhenti, menjadi punah",N1
打開,だかい,"solusi, terobosan",N1
焚火,たきび,api (terbuka),N1
妥協,だきょう,"kompromi, menyerah",N1
たくましい,たくましい,"kekar, kuat, kokoh",N1
巧み,たくみ,"keterampilan, kepandaian",N1
丈,たけ,"panjang, tinggi",N1
打撃,だげき,"pukulan, kerusakan; memukul (bisbol)",N1
妥結,だけつ,kesepakatan,N1
駄作,ださく,karya yang buruk,N1
足し算,たしざん,penjumlahan,N1
多数決,たすうけつ,aturan mayoritas,N1
助け,たすけ,bantuan,N1
携わる,たずさわる,"terlibat, melibatkan",N1
漂う,ただよう,"melayang-layang, mengapung, melayang di udara",N1
立ち去る,たちさる,"meninggalkan, berangkat",N1
立ち寄る,たちよる,"mampir, mampir sebentar",N1
抱っこ,だっこ,pelukan (anak),N1
達者,たっしゃ,"terampil, sehat",N1
脱出,だっしゅつ,melarikan diri,N1
脱する,だっする,"melarikan diri dari, keluar",N1
達成,たっせい,pencapaian,N1
脱退,だったい,"pemisahan diri, penarikan diri",N1
だったら,だったら,jika memang begitu,N1
立て替える,たてかえる,"membayar di muka, membayar untuk orang lain",N1
建前,たてまえ,posisi; sikap yang diambil di depan umum; prinsip,N1
奉る,たてまつる,"menawarkan, melakukan dengan hormat",N1
だと,だと,jika memang begitu,N1
他動詞,たどうし,kata kerja transitif (objek langsung),N1
辿り着く,たどりつく,"mencapai, entah bagaimana berhasil",N1
辿る,たどる,"mengikuti (jalan, mengejar (jalur), menindaklanjuti",N1
束ねる,たばねる,"mengikat dalam bundel, mengontrol",N1
だぶだぶ,だぶだぶ,"longgar, gombrong",N1
他方,たほう,"sisi lain, di sisi lain",N1
多忙,たぼう,sibuk,N1
給う,たまう,"menerima, memberi",N1
魂,たましい,"jiwa, roh",N1
溜まり,たまり,"barang koleksi, tempat berkumpul, tunggakan",N1
賜る,たまわる,"memberi, menganugerahkan",N1
保つ,たもつ,"menjaga, melestarikan, mempertahankan",N1
たやすい,たやすい,"mudah, sederhana, ringan",N1
多様,たよう,"keragaman, variasi",N1
だるい,だるい,"lesu, terasa berat (lelah), lesu",N1
弛み,たるみ,"kendur, mengendur",N1
弛む,たるむ,"mengendur, mengendur, rileks",N1
垂れる,たれる,"menggantung, terkulai; menetes",N1
タレント,タレント,"bakat, bintang, kepribadian",N1
タワー,タワー,menara,N1
単一,たんいつ,"tunggal, sederhana, tunggal",N1
短歌,たんか,puisi Jepang 31 suku kata,N1
担架,たんか,"tandu, tandu",N1
短気,たんき,temperamen cepat,N1
団結,だんけつ,"persatuan, persatuan, solidaritas",N1
探検,たんけん,"eksplorasi, ekspedisi",N1
断言,だんげん,"penegasan, deklarasi, penegasan",N1
短縮,たんしゅく,"pemendekan, singkatan, pengurangan",N1
断然,だんぜん,"tegas, mutlak, pasti",N1
炭素,たんそ,karbon (C),N1
短大,たんだい,akademi,N1
単調,たんちょう,"monotoni, monoton, membosankan",N1
単独,たんどく,"tunggal, tunggal",N1
旦那,だんな,"tuan (rumah), suami (informal)",N1
短波,たんぱ,gelombang pendek,N1
蛋白質,たんぱくしつ,protein,N1
ダンプ,ダンプ,truk jungkit,N1
断面,だんめん,penampang,N1
弾力,だんりょく,"elastisitas, fleksibilitas",N1
治安,ちあん,"ketertiban umum, keamanan",N1
チームワーク,チームワーク,kerja tim,N1
チェンジ,チェンジ,perubahan,N1
違える,ちがえる,mengubah,N1
畜産,ちくさん,peternakan,N1
畜生,ちくしょう,"binatang, binatang buas, sialan",N1
蓄積,ちくせき,"akumulasi, menumpuk, menyimpan",N1
地形,ちけい,"bentuk lahan, fitur geografis, topografi",N1
知性,ちせい,kecerdasan,N1
乳,ちち,"susu, payudara, lingkaran",N1
縮まる,ちぢまる,"dipersingkat, dikontrak, menyusut",N1
秩序,ちつじょ,"ketertiban, keteraturan",N1
窒息,ちっそく,sesak napas,N1
知的,ちてき,intelektual,N1
着手,ちゃくしゅ,"memulai, meluncurkan",N1
着色,ちゃくしょく,"pewarnaan, pewarnaan",N1
着席,ちゃくせき,"duduk, kursi",N1
着目,ちゃくもく,perhatian,N1
着陸,ちゃくりく,"pendaratan, sentuh tanah",N1
着工,ちゃっこう,awal pekerjaan (konstruksi),N1
茶の間,ちゃのま,ruang tamu (gaya Jepang),N1
茶の湯,ちゃのゆ,upacara minum teh,N1
ちやほや,ちやほや,"memanjakan, meributkan, merusak",N1
チャンネル,チャンネル,saluran,N1
宙返り,ちゅうがえり,"salto, berputar-putar",N1
中継,ちゅうけい,"relai, sambungan",N1
忠告,ちゅうこく,"nasihat, peringatan",N1
中傷,ちゅうしょう,"fitnah, pencemaran nama baik, pencemaran nama baik",N1
中枢,ちゅうすう,"pusat, andalan, inti",N1
抽選,ちゅうせん,"lotere, undian, pengundian (lot)",N1
中断,ちゅうだん,"interupsi, penangguhan, jeda",N1
中毒,ちゅうどく,keracunan,N1
中腹,ちゅうふく,"sisi gunung, setengah jalan ke atas",N1
中立,ちゅうりつ,netralitas,N1
中和,ちゅうわ,"menetralkan, menangkal",N1
～著,～ちょ,ditulis oleh ~,N1
腸,ちょう,"usus, usus",N1
蝶,ちょう,kupu-kupu,N1
超,ちょう,"super-, ultra-, hiper-",N1
調印,ちょういん,"tanda tangan, tanda, penyegelan",N1
聴覚,ちょうかく,indra pendengaran,N1
長官,ちょうかん,"kepala, sekretaris (pemerintah)",N1
聴講,ちょうこう,"kehadiran kuliah, audit",N1
徴収,ちょうしゅう,"pengumpulan, retribusi",N1
聴診器,ちょうしんき,stetoskop,N1
調停,ちょうてい,"arbitrase, konsiliasi, mediasi",N1
重複,ちょうふく,"duplikasi, pengulangan, tumpang tindih, redundansi, pemulihan",N1
長編,ちょうへん,"panjang (misalnya, novel, film)",N1
重宝,ちょうほう,"nyaman, berguna",N1
調理,ちょうり,memasak,N1
調和,ちょうわ,harmoni,N1
ちょくちょく,ちょくちょく,"sering, sering, sesekali, kadang-kadang",N1
直面,ちょくめん,konfrontasi,N1
著書,ちょしょ,"karya sastra, buku",N1
貯蓄,ちょちく,tabungan,N1
直感,ちょっかん,"intuisi, insting",N1
著名,ちょめい,"terkenal, terkenal, termasyhur",N1
ちらっと,ちらっと,"sekilas, secara kebetulan",N1
塵,ちり,"debu, kotoran",N1
塵取り,ちりとり,pengki,N1
賃金,ちんぎん,upah,N1
沈殿,ちんでん,"presipitasi, deposisi, pengendapan",N1
沈没,ちんぼつ,"tenggelam, karam",N1
沈黙,ちんもく,"keheningan, keengganan berbicara",N1
陳列,ちんれつ,"pameran, pajangan, pertunjukan",N1
追及,ついきゅう,"penyelidikan, pertanyaan",N1
追跡,ついせき,pengejaran,N1
追放,ついほう,"pengasingan, pembuangan",N1
費やす,ついやす,"menghabiskan, mengabdikan, membuang-buang",N1
墜落,ついらく,"jatuh, menabrak",N1
痛感,つうかん,"merasakan dengan tajam, menyadari sepenuhnya",N1
通常,つうじょう,"umum, normal, biasa",N1
痛切,つうせつ,"tajam, dalam",N1
杖,つえ,tongkat,N1
使い道,つかいみち,penggunaan,N1
仕える,つかえる,"melayani, bekerja untuk",N1
司る,つかさどる,"memerintah, memerintah, mengelola",N1
つかの間,つかのま,"saat, waktu singkat,",N1
月並,つきなみ,"konvensional, basi, umum",N1
継目,つぎめ,"sambungan, jahitan",N1
尽きる,つきる,"habis, kehabisan",N1
尽くす,つくす,"menghabiskan, kehabisan; mengabdikan, melayani",N1
つくづく,つくづく,"sepenuhnya, sungguh",N1
作り,つくり,"rias wajah, struktur, fisik",N1
造り,つくり,"rias wajah, struktur, fisik",N1
繕う,つくろう,"menambal, memperbaiki",N1
付け加える,つけくわえる,menambahkan satu hal ke hal lain,N1
告げる,つげる,memberi tahu,N1
つじつま (はなしの～),つじつま (はなしの～),"koherensi, konsistensi",N1
筒,つつ,"pipa, tabung",N1
突く,つつく,"menusuk, memukul, menyerang; menusuk, menyenggol, mencungkil",N1
突っ突く,つっつく,mendorong seseorang,N1
謹む,つつしむ,"berhati-hati, suci atau bijaksana",N1
突っ張る,つっぱる,"menopang, menjadi kaku; mendorong (lawan seseorang), berpegang teguh pada (pendapat seseorang), bersikeras pada",N1
務まる,つとまる,"setara, cocok",N1
勤め先,つとめさき,tempat kerja,N1
努めて,つとめて,"berusaha!, bekerja keras!",N1
津波,つなみ,"tsunami, gelombang pasang",N1
つねる,つねる,mencubit,N1
角,つの,tanduk,N1
募る,つのる,"mengundang, meminta bantuan, partisipasi, dll",N1
唾,つば,"air liur, ludah, dahak",N1
呟く,つぶやく,"menggumam, bergumam",N1
つぶら,つぶら,"bulat, bundar",N1
つぶる (めを～),つぶる (めを～),menutup mata,N1
壷,つぼ,"guci, pot, vas",N1
蕾,つぼみ,"kuncup, kuncup bunga",N1
連なる,つらなる,"memanjang, membentang, berbaris",N1
貫く,つらぬく,menembus,N1
連ねる,つらねる,"menghubungkan, menggabungkan, menyatukan",N1
釣り鐘,つりがね,lonceng kuil (untuk dipukul),N1
吊り革,つりかわ,tali,N1
手当,てあて,"tunjangan, kompensasi; pengobatan",N1
定義,ていぎ,definisi,N1
提供,ていきょう,"penawaran, sponsor program",N1
提携,ていけい,"kerja sama, kerja sama, usaha patungan",N1
体裁,ていさい,"kesopanan, gaya, bentuk, penampilan",N1
提示,ていじ,"presentasi, pameran, saran, kutipan",N1
ティシュペーパー,ティシュペーパー,tisu,N1
定食,ていしょく,"makan siang dengan harga tetap, set makanan, makan malam",N1
訂正,ていせい,"koreksi, revisi",N1
停滞,ていたい,"stagnasi, kemacetan, kemacetan, retensi",N1
邸宅,ていたく,"rumah besar, tempat tinggal",N1
定年,ていねん,usia pensiun,N1
堤防,ていぼう,"tanggul, bendungan",N1
手遅れ,ておくれ,terlambat; pengobatan terlambat,N1
でかい,でかい,besar,N1
手掛かり,てがかり,"petunjuk, petunjuk, kunci",N1
手掛ける,てがける,"menangani, mengelola, bekerja dengan",N1
手数,てかず,"kesulitan, tenaga kerja, penanganan",N1
手軽,てがる,"mudah, sederhana, murah",N1
適応,てきおう,"adaptasi, akomodasi, kesesuaian",N1
適宜,てきぎ,kesesuaian,N1
適性,てきせい,bakat,N1
できもの,できもの,"bisul, ruam",N1
手際,てぎわ,"kinerja, keterampilan, kebijaksanaan",N1
出くわす,でくわす,"kebetulan bertemu, menemukan",N1
手順,てじゅん,"proses, prosedur, protokol",N1
手錠,てじょう,"borgol, belenggu",N1
手数,てすう,"kesulitan, tenaga kerja, penanganan",N1
デコレーション,デコレーション,dekorasi,N1
手近,てぢか,"dekat, praktis, akrab",N1
てっきり,てっきり,"pasti, pasti, tanpa ragu",N1
鉄鋼,てっこう,besi dan baja,N1
デッサン,デッサン,sketsa kasar (FRE: dessin),N1
徹する,てっする,"mengabdikan diri, percaya pada",N1
てっぺん,てっぺん,"puncak, puncak, puncak",N1
鉄棒,てつぼう,"batang besi, linggis, palang horizontal (senam)",N1
出直し,でなおし,"penyesuaian, perbaikan",N1
掌,てのひら,telapak tangan,N1
手配,てはい,"pengaturan, pencarian (oleh polisi)",N1
手筈,てはず,"pengaturan, rencana, program",N1
手引,てびき,"panduan, pemandu, pengantar",N1
手本,てほん,"model, pola",N1
手回し,てまわし,"persiapan, pengaturan",N1
手元,てもと,"(uang) di tangan atau di rumah, dompet seseorang; keterampilan biasa",N1
デモンストレーション,デモンストレーション,demonstrasi,N1
照り返す,てりかえす,"memantulkan, memantulkan cahaya",N1
テレックス,テレックス,"teleks, pertukaran teletypewriter",N1
手分け,てわけ,pembagian kerja,N1
天,てん,"surga, langit",N1
田園,でんえん,"pedesaan, daerah pedesaan",N1
天下,てんか,"dunia, seluruh negara",N1
転回,てんかい,"revolusi, rotasi",N1
連休,れんきゅう,hari libur berturut-turut,N1
レンジ,レンジ,"rentang, kompor",N1
連日,れんじつ,setiap hari,N1
連帯,れんたい,solidaritas,N1
レンタカー,レンタカー,mobil sewaan,N1
連中,れんちゅう,"rekan kerja, perusahaan, banyak",N1
レントゲン,レントゲン,sinar-X (harfiah: Roentgen),N1
連邦,れんぽう,"persemakmuran, federasi negara bagian",N1
連盟,れんめい,"liga, persatuan, aliansi",N1
老衰,ろうすい,"pikun, kerusakan pikun",N1
朗読,ろうどく,"membaca dengan suara keras, deklamasi",N1
浪費,ろうひ,"pemborosan, pemborosan",N1
労力,ろうりょく,"tenaga kerja, usaha, kesulitan",N1
ロープウエイ,ロープウエイ,"kereta gantung, trem udara",N1
ロープ,ロープ,tali,N1
ろくな,ろくな,"memuaskan, layak",N1
露骨,ろこつ,"blak-blakan, terus terang; mencolok; luas, sugestif",N1
ロマンチック,ロマンチック,romantis,N1
論議,ろんぎ,diskusi,N1
論理,ろんり,logika,N1
惑星,わくせい,planet,N1
技,わざ,"seni, teknik",N1
わざわざ,わざわざ,"bersusah payah (melakukan), melakukan sesuatu secara khusus daripada secara kebetulan",N1
煩わしい,わずらわしい,"memberatkan, merepotkan, rumit",N1
渡り鳥,わたりどり,"burung migran, burung musiman",N1
ワット,ワット,watt,N1
詫び,わび,permintaan maaf,N1
和文,わぶん,"teks Jepang, kalimat dalam bahasa Jepang",N1
藁,わら,jerami,N1
～割,～わり,~ persen,N1
割当,わりあて,"penjatahan, alokasi, kuota",N1
割込む,わりこむ,"memotong, mengganggu",N1
悪者,わるもの,"orang jahat, bajingan",N1
我,われ,"aku, diri sendiri, diri, ego",N1
捗る,はかどる,"membuat kemajuan, maju terus (dengan pekerjaan), maju",N1
はかない,はかない,"berumur pendek, sesaat, fana",N1
ばかばかしい,ばかばかしい,bodoh,N1
破棄,はき,"pencabutan, pembatalan, pelanggaran (misalnya, perjanjian)",N1
剥ぐ,はぐ,"merobek, mengupas, merobek",N1
迫害,はくがい,penganiayaan,N1
薄弱,はくじゃく,"kelemahan, kelemahan, lemah",N1
白状,はくじょう,pengakuan,N1
漠然,ばくぜん,"tidak jelas, samar-samar, ambigu",N1
